,indicator,country,countryiso3code,date,value,unit,obs_status,decimal
34,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1989,,,,1
35,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1988,,,,1
36,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1987,,,,1
37,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1986,,,,1
38,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1985,,,,1
39,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1984,,,,1
40,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1983,,,,1
41,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1982,,,,1
42,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1981,,,,1
43,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1980,,,,1
44,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1979,,,,1
45,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1978,,,,1
46,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1977,,,,1
47,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1976,,,,1
48,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1975,,,,1
49,"{'id': 'GC.XPN.TOTL.GD.ZS', 'value': 'Expense (% of GDP)'}","{'id': 'TT', 'value': 'Trinidad and Tobago'}",TTO,1974,,,,1
